 Id,Deviceid,Lat,Lng,Userid,Vehicleid,Vehicledetails,Board,Alight,Numpass,Date,Time
6010a3fabd94231387ec52e3,ef1e03d3e19f388f,6.1191015,125.1877038,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:21
6010a3fabd94231387ec52e5,ef1e03d3e19f388f,6.1190823,125.187683,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:23
6010a3fabd94231387ec52e7,ef1e03d3e19f388f,6.1190397,125.1876434,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:25
6010a3fbbd94231387ec52e9,ef1e03d3e19f388f,6.1189997,125.1876112,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:27
6010a3fbbd94231387ec52eb,ef1e03d3e19f388f,6.1189859,125.1875905,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:28
6010a400bd94231387ec531f,ef1e03d3e19f388f,6.1189457,125.1875503,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:30
6010a400bd94231387ec5321,ef1e03d3e19f388f,6.1189234,125.1875279,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:31
6010a405bd94231387ec5354,ef1e03d3e19f388f,6.1188224,125.1874117,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:37
6010a405bd94231387ec5356,ef1e03d3e19f388f,6.1188021,125.1873911,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:37
6010a405bd94231387ec5358,ef1e03d3e19f388f,6.1187832,125.1873724,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:38
6010a405bd94231387ec535a,ef1e03d3e19f388f,6.1187426,125.1873307,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:40
6010a40abd94231387ec538d,ef1e03d3e19f388f,6.1187153,125.1873053,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:41
6010a40abd94231387ec538f,ef1e03d3e19f388f,6.1186569,125.187248,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:43
6010a40bbd94231387ec5391,ef1e03d3e19f388f,6.1186028,125.187209,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:45
6010a410bd94231387ec53c4,ef1e03d3e19f388f,6.1185744,125.1871801,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:46
6010a410bd94231387ec53c6,ef1e03d3e19f388f,6.1185086,125.18712,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:48
6010a410bd94231387ec53c8,ef1e03d3e19f388f,6.1184532,125.1870691,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:50
6010a415bd94231387ec53fb,ef1e03d3e19f388f,6.118379,125.1870132,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:52
6010a415bd94231387ec53fd,ef1e03d3e19f388f,6.1183146,125.186943,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:55
6010a415bd94231387ec53ff,ef1e03d3e19f388f,6.1182809,125.1869129,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:55
6010a415bd94231387ec5401,ef1e03d3e19f388f,6.1182484,125.1868627,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:56
6010a41abd94231387ec5434,ef1e03d3e19f388f,6.1182166,125.1868148,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:57
6010a41abd94231387ec5436,ef1e03d3e19f388f,6.1181551,125.1867535,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:21:59
6010a41bbd94231387ec5438,ef1e03d3e19f388f,6.1181197,125.186725,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:01
6010a420bd94231387ec546b,ef1e03d3e19f388f,6.1180907,125.1867016,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:02
6010a420bd94231387ec546d,ef1e03d3e19f388f,6.1180501,125.1866715,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:04
6010a420bd94231387ec546f,ef1e03d3e19f388f,6.1180396,125.1866563,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:05
6010a420bd94231387ec5471,ef1e03d3e19f388f,6.1180249,125.1866444,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:07
6010a425bd94231387ec54a4,ef1e03d3e19f388f,6.1180251,125.1866523,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:08
6010a425bd94231387ec54a6,ef1e03d3e19f388f,6.1180193,125.1866673,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:10
6010a425bd94231387ec54a8,ef1e03d3e19f388f,6.1180106,125.1866722,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:11
6010a425bd94231387ec54aa,ef1e03d3e19f388f,6.1180049,125.1866714,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:12
6010a42abd94231387ec54dd,ef1e03d3e19f388f,6.1180039,125.1866729,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:14
6010a42bbd94231387ec54df,ef1e03d3e19f388f,6.1179959,125.1866602,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:16
6010a42bbd94231387ec54e1,ef1e03d3e19f388f,6.1179885,125.1866534,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:17
6010a42bbd94231387ec54e3,ef1e03d3e19f388f,6.1179665,125.1866336,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:18
6010a430bd94231387ec5516,ef1e03d3e19f388f,6.1179092,125.1865906,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:20
6010a430bd94231387ec5518,ef1e03d3e19f388f,6.1178546,125.1865549,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:22
6010a430bd94231387ec551a,ef1e03d3e19f388f,6.1178214,125.1865263,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:23
6010a435bd94231387ec554d,ef1e03d3e19f388f,6.117758,125.1864655,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:25
6010a435bd94231387ec554f,ef1e03d3e19f388f,6.117714,125.1864122,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:26
6010a435bd94231387ec5551,ef1e03d3e19f388f,6.1176329,125.1863275,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:28
6010a43bbd94231387ec5584,ef1e03d3e19f388f,6.1176084,125.186303,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:29
6010a43bbd94231387ec5586,ef1e03d3e19f388f,6.1175841,125.1862699,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:30
6010a43bbd94231387ec5588,ef1e03d3e19f388f,6.1175352,125.186218,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:32
6010a43bbd94231387ec558a,ef1e03d3e19f388f,6.1174651,125.1861539,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:34
6010a440bd94231387ec55bd,ef1e03d3e19f388f,6.1173865,125.1860804,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:36
6010a440bd94231387ec55bf,ef1e03d3e19f388f,6.1173593,125.1860496,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:37
6010a440bd94231387ec55c1,ef1e03d3e19f388f,6.1173248,125.186014,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:38
6010a445bd94231387ec55f4,ef1e03d3e19f388f,6.1172639,125.1859631,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:40
6010a445bd94231387ec55f6,ef1e03d3e19f388f,6.1172178,125.1859059,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:42
6010a445bd94231387ec55f8,ef1e03d3e19f388f,6.1172031,125.1858854,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:43
6010a446bd94231387ec55fa,ef1e03d3e19f388f,6.1171841,125.1858698,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:44
6010a44bbd94231387ec562d,ef1e03d3e19f388f,6.1171474,125.1858212,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:46
6010a44bbd94231387ec562f,ef1e03d3e19f388f,6.1171273,125.1857965,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:47
6010a44bbd94231387ec5631,ef1e03d3e19f388f,6.1170816,125.1857547,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:49
6010a44bbd94231387ec5633,ef1e03d3e19f388f,6.1170593,125.1857283,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:50
6010a450bd94231387ec5666,ef1e03d3e19f388f,6.1170381,125.1857033,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:51
6010a450bd94231387ec5668,ef1e03d3e19f388f,6.1169912,125.1856524,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:53
6010a450bd94231387ec566a,ef1e03d3e19f388f,6.1169547,125.1856185,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:54
6010a455bd94231387ec569d,ef1e03d3e19f388f,6.1168915,125.1855604,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:56
6010a455bd94231387ec569f,ef1e03d3e19f388f,6.1168231,125.1854887,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:58
6010a456bd94231387ec56a1,ef1e03d3e19f388f,6.1167893,125.1854515,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:22:59
6010a45bbd94231387ec56d4,ef1e03d3e19f388f,6.1167335,125.1853832,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:01
6010a45bbd94231387ec56d6,ef1e03d3e19f388f,6.1167085,125.1853521,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:02
6010a45bbd94231387ec56d8,ef1e03d3e19f388f,6.1166496,125.185286,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:04
6010a45bbd94231387ec56da,ef1e03d3e19f388f,6.1166213,125.1852546,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:05
6010a460bd94231387ec570d,ef1e03d3e19f388f,6.116565,125.1852014,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:07
6010a460bd94231387ec570f,ef1e03d3e19f388f,6.1165206,125.1851692,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:08
6010a460bd94231387ec5711,ef1e03d3e19f388f,6.116466,125.1851032,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:10
6010a460bd94231387ec5713,ef1e03d3e19f388f,6.1164473,125.1850768,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:11
6010a465bd94231387ec5747,ef1e03d3e19f388f,6.11642,125.1850499,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:12
6010a466bd94231387ec5749,ef1e03d3e19f388f,6.1163897,125.1850205,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:13
6010a466bd94231387ec574b,ef1e03d3e19f388f,6.1163689,125.1849808,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:14
6010a466bd94231387ec574d,ef1e03d3e19f388f,6.1163194,125.1849016,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:16
6010a466bd94231387ec574f,ef1e03d3e19f388f,6.1162751,125.1848662,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:17
6010a46bbd94231387ec5782,ef1e03d3e19f388f,6.1161974,125.1847955,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:19
6010a46bbd94231387ec5784,ef1e03d3e19f388f,6.1161224,125.184727,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:21
6010a46bbd94231387ec5786,ef1e03d3e19f388f,6.1160963,125.184698,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:22
6010a470bd94231387ec57b9,ef1e03d3e19f388f,6.1160691,125.1846577,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:24
6010a470bd94231387ec57bb,ef1e03d3e19f388f,6.1160307,125.1846087,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:26
6010a471bd94231387ec57bd,ef1e03d3e19f388f,6.1160233,125.1845946,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:27
6010a476bd94231387ec57f0,ef1e03d3e19f388f,6.1160059,125.1845782,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:29
6010a476bd94231387ec57f2,ef1e03d3e19f388f,6.116001,125.1845741,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:31
6010a476bd94231387ec57f4,ef1e03d3e19f388f,6.1159977,125.1845731,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:32
6010a476bd94231387ec57f6,ef1e03d3e19f388f,6.115993,125.1845757,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:33
6010a47bbd94231387ec5829,ef1e03d3e19f388f,6.1159855,125.1845833,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:35
6010a47bbd94231387ec582b,ef1e03d3e19f388f,6.1159807,125.1845858,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:36
6010a47bbd94231387ec582d,ef1e03d3e19f388f,6.1159779,125.1845872,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:37
6010a480bd94231387ec5860,ef1e03d3e19f388f,6.1159703,125.1845956,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:39
6010a480bd94231387ec5862,ef1e03d3e19f388f,6.1159637,125.1846,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:41
6010a481bd94231387ec5864,ef1e03d3e19f388f,6.1159607,125.1845995,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:42
6010a486bd94231387ec5897,ef1e03d3e19f388f,6.1159497,125.1845966,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:44
6010a486bd94231387ec5899,ef1e03d3e19f388f,6.1159443,125.1845935,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:46
6010a486bd94231387ec589b,ef1e03d3e19f388f,6.1159298,125.1845841,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:47
6010a486bd94231387ec589d,ef1e03d3e19f388f,6.1159103,125.1845691,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:48
6010a48bbd94231387ec58d0,ef1e03d3e19f388f,6.1158756,125.1845353,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:50
6010a48bbd94231387ec58d2,ef1e03d3e19f388f,6.1158595,125.1845202,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:51
6010a48bbd94231387ec58d4,ef1e03d3e19f388f,6.1157957,125.184472,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:53
6010a48bbd94231387ec58d6,ef1e03d3e19f388f,6.1157572,125.184441,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:54
6010a490bd94231387ec5909,ef1e03d3e19f388f,6.1157298,125.1844205,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:55
6010a491bd94231387ec590b,ef1e03d3e19f388f,6.1156991,125.1844023,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:56
6010a491bd94231387ec590d,ef1e03d3e19f388f,6.11564,125.184347,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:23:58
6010a491bd94231387ec590f,ef1e03d3e19f388f,6.1155824,125.1842771,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:00
6010a496bd94231387ec5942,ef1e03d3e19f388f,6.1155027,125.184185,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:02
6010a496bd94231387ec5944,ef1e03d3e19f388f,6.1154495,125.1841472,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:03
6010a496bd94231387ec5946,ef1e03d3e19f388f,6.1153484,125.1840636,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:05
6010a49bbd94231387ec5979,ef1e03d3e19f388f,6.1152616,125.1839584,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:07
6010a49bbd94231387ec597b,ef1e03d3e19f388f,6.1152242,125.1839086,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:08
6010a49bbd94231387ec597d,ef1e03d3e19f388f,6.1151928,125.1838616,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:09
6010a4a0bd94231387ec59b0,ef1e03d3e19f388f,6.1151831,125.1838076,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:11
6010a4a1bd94231387ec59b2,ef1e03d3e19f388f,6.1151703,125.1837871,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:13
6010a4a1bd94231387ec59b4,ef1e03d3e19f388f,6.1151683,125.1837872,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:14
6010a4a1bd94231387ec59b6,ef1e03d3e19f388f,6.1151637,125.1837951,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:16
6010a4a6bd94231387ec59e9,ef1e03d3e19f388f,6.115161,125.1837985,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:17
6010a4a6bd94231387ec59eb,ef1e03d3e19f388f,6.1151578,125.1838016,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:18
6010a4a6bd94231387ec59ed,ef1e03d3e19f388f,6.1151553,125.1838039,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:19
6010a4a6bd94231387ec59ef,ef1e03d3e19f388f,6.1151534,125.183806,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:20
6010a4abbd94231387ec5a22,ef1e03d3e19f388f,6.1151521,125.1838072,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:22
6010a4abbd94231387ec5a24,ef1e03d3e19f388f,6.1151519,125.1838061,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:24
6010a4abbd94231387ec5a26,ef1e03d3e19f388f,6.1151516,125.1838056,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:25
6010a4acbd94231387ec5a28,ef1e03d3e19f388f,6.1151514,125.1838055,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:26
6010a4b1bd94231387ec5a5b,ef1e03d3e19f388f,6.1151513,125.1838057,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:28
6010a4b1bd94231387ec5a5d,ef1e03d3e19f388f,6.1151513,125.1838058,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:29
6010a4b1bd94231387ec5a5f,ef1e03d3e19f388f,6.1151513,125.1838057,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:31
6010a4b1bd94231387ec5a61,ef1e03d3e19f388f,6.1151392,125.183793,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:32
6010a4b6bd94231387ec5a94,ef1e03d3e19f388f,6.1151236,125.183779,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:33
6010a4b6bd94231387ec5a96,ef1e03d3e19f388f,6.1151087,125.183766,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:34
6010a4b6bd94231387ec5a98,ef1e03d3e19f388f,6.115085,125.1837433,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:35
6010a4b6bd94231387ec5a9a,ef1e03d3e19f388f,6.1150273,125.1836844,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:37
6010a4bcbd94231387ec5acd,ef1e03d3e19f388f,6.1149908,125.1836575,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:38
6010a4bcbd94231387ec5acf,ef1e03d3e19f388f,6.1149425,125.1836278,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:39
6010a4c1bd94231387ec5b02,ef1e03d3e19f388f,6.1147419,125.1834154,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:45
6010a4c1bd94231387ec5b04,ef1e03d3e19f388f,6.1146852,125.1833305,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:45
6010a4c1bd94231387ec5b06,ef1e03d3e19f388f,6.1145785,125.1832335,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:47
6010a4c6bd94231387ec5b39,ef1e03d3e19f388f,6.1144623,125.1831267,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:49
6010a4c6bd94231387ec5b3b,ef1e03d3e19f388f,6.1144016,125.1830611,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:50
6010a4c6bd94231387ec5b3d,ef1e03d3e19f388f,6.114283,125.1829396,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:52
6010a4c6bd94231387ec5b3f,ef1e03d3e19f388f,6.1142212,125.1828816,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:53
6010a4cbbd94231387ec5b72,ef1e03d3e19f388f,6.1141479,125.1828211,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:54
6010a4ccbd94231387ec5b74,ef1e03d3e19f388f,6.11399,125.1826936,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:56
6010a4d1bd94231387ec5ba6,ef1e03d3e19f388f,6.1138789,125.1825732,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:58
6010a4d1bd94231387ec5ba8,ef1e03d3e19f388f,6.1138146,125.1825082,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:24:59
6010a4d1bd94231387ec5baa,ef1e03d3e19f388f,6.1137472,125.1824401,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:00
6010a4d1bd94231387ec5bac,ef1e03d3e19f388f,6.1135446,125.1822407,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:04
6010a4d1bd94231387ec5baf,ef1e03d3e19f388f,6.1134825,125.1821726,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:04
6010a4d6bd94231387ec5be2,ef1e03d3e19f388f,6.1133642,125.1820502,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:06
6010a4d6bd94231387ec5be4,ef1e03d3e19f388f,6.1132542,125.1819423,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:08
6010a4d6bd94231387ec5be6,ef1e03d3e19f388f,6.1131954,125.1818944,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:09
6010a4dbbd94231387ec5c19,ef1e03d3e19f388f,6.1130835,125.181781,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:11
6010a4dcbd94231387ec5c1b,ef1e03d3e19f388f,6.1129769,125.1816767,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:13
6010a4e1bd94231387ec5c4e,ef1e03d3e19f388f,6.1128771,125.1815677,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:15
6010a4e1bd94231387ec5c50,ef1e03d3e19f388f,6.1127625,125.1814554,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:17
6010a4e1bd94231387ec5c52,ef1e03d3e19f388f,6.1127079,125.181399,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:18
6010a4e1bd94231387ec5c54,ef1e03d3e19f388f,6.1125792,125.1812828,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:20
6010a4e6bd94231387ec5c87,ef1e03d3e19f388f,6.1124482,125.1811585,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:22
6010a4e6bd94231387ec5c89,ef1e03d3e19f388f,6.1123895,125.1810932,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:23
6010a4e6bd94231387ec5c8b,ef1e03d3e19f388f,6.1123334,125.1810308,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:24
6010a4ebbd94231387ec5cbe,ef1e03d3e19f388f,6.1122186,125.18091,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:26
6010a4ecbd94231387ec5cc0,ef1e03d3e19f388f,6.1121528,125.1808483,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:27
6010a4ecbd94231387ec5cc2,ef1e03d3e19f388f,6.1120299,125.1807099,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:29
6010a4ecbd94231387ec5cc4,ef1e03d3e19f388f,6.1119635,125.180639,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:30
6010a4f1bd94231387ec5cf6,ef1e03d3e19f388f,6.1118407,125.1805005,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:32
6010a4f1bd94231387ec5cf8,ef1e03d3e19f388f,6.1117104,125.1803673,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:34
6010a4f1bd94231387ec5cfa,ef1e03d3e19f388f,6.1116427,125.1802988,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:35
6010a4f6bd94231387ec5d2d,ef1e03d3e19f388f,6.1115091,125.1801706,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:37
6010a4f6bd94231387ec5d2f,ef1e03d3e19f388f,6.1114408,125.1801087,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:38
6010a4f6bd94231387ec5d31,ef1e03d3e19f388f,6.1113775,125.1800519,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:39
6010a4f6bd94231387ec5d33,ef1e03d3e19f388f,6.1112734,125.1799393,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:41
6010a4fcbd94231387ec5d66,ef1e03d3e19f388f,6.1112337,125.1798959,mohaimengani26,,,FALSE,FALSE,0,27/01/2021,7:25:42
